[2026-02-07--23-27-32 INFO actix_server::builder] starting 5 workers
[2026-02-07--23-27-32 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2026-02-07--23-27-32 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2026-02-07--23-27-38 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2026-02-07--23-28-18 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 165 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001085
[2026-02-07--23-28-18 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:37204.
[2026-02-07--23-28-18 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 165 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000241
[2026-02-07--23-31-08 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:43028.
[2026-02-07--23-31-41 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40350.
[2026-02-07--23-31-44 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40356.
[2026-02-07--23-35-55 INFO actix_web::middleware::logger] 127.0.0.1 "GET /accounts.txt?_rsc=3lb4g HTTP/1.1" 200 1705 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001414
[2026-02-07--23-35-55 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/accounts/page-7025ac694f1ccb61.js HTTP/1.1" 200 9691 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.002094
[2026-02-07--23-35-58 INFO actix_web::middleware::logger] 127.0.0.1 "GET /workspace/v1/indexers HTTP/1.1" 200 6 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.001186
[2026-02-07--23-35-58 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/101-indexing.png HTTP/1.1" 200 30283 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000127
[2026-02-07--23-36-06 INFO actix_web::middleware::logger] 127.0.0.1 "GET /index.txt?_rsc=114vl HTTP/1.1" 200 1784 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36" 0.000429
